title,plot,Οικογενειακή,Δραμεντί,Περιπέτεια,Κωμωδία,Δράσης,Αισθηματική,Δραματική,Θρίλερ,Δραματικό Θρίλερ,Φαντασίας,Επιστημονικής Φαντασίας,Εποχής
'Δεσμοί Αίματος',"Η Κάρλα και ο Σεμπαστιάν έχουν δημιουργήσει μια φαινομενικά δεμένη οικογένεια, αλλά οι αδυναμίες τους θα φανερωθούν μετά τον θάνατο της μητέρας της Κάρλα σε ένα εργατικό δυστύχημα. Ο Σεμπαστιάν τώρα υποπτεύεται ότι ο πεθερός του, ο Ελίας, είναι υπεύθυνος για αυτό τον θάνατο. Η Κάρλα όμως πάντα πίστευε ότι οι γονείς της είχαν τον τέλειο γάμο, και όσα επακολουθούν είναι εμπλουτισμένα με σκοτεινά μυστικά που απειλούν να συνταράξουν τις σχέσεις ολόκληρης της φαμίλιας.",0,0,0,0,0,0,0,0,1,0,0,0
'Aβραάμ Λίνκολν: Κυνηγός Βρικολάκων',"Ο Αβραάμ Λίνκολν πρέπει να διακινδυνεύσει την προεδρία, την οικογένειά του, αλλά και τη ζωή του για να προστατέψει την Αμερική από βρικόλακες που διψάνε για αίμα. Αρχηγός των μοχθηρών αυτών πλασμάτων είναι ο διαβολικός Άνταμ, ο οποίος προσπαθεί να δημιουργήσει ένα δικό του έθνος. Αναγκασμένος να εισέλθει σε μια επική μάχη ενάντια στους φρικτούς αυτούς δολοφόνους, ο Λίνκολν πρέπει να βασιστεί σε αυτούς που τον περιτριγυρίζουν. Δεν είναι όμως σίγουρος ποιον μπορεί να εμπιστευτεί.",0,0,0,0,1,0,0,0,0,1,0,1
'Χάσαμε το Δρόμο… Στοπ!',"Ο Μάριο Καβαλάρο ξυπνάει κάθε πρωί με τον ίδιο τρόπο, στο ίδιο σπίτι, στην ίδια γειτονιά και την ίδια πόλη, το Μιλάνο. Έχει μόλις κλείσει τα πενήντα. Αγαπάει την ακρίβεια, τη συνέπεια, τον σεβασμό και τους καλούς τρόπους και γενικότερα την τάξη: για εκείνον, όλοι πρέπει να μιλούν χαμηλόφωνα και να μένουν εκεί όπου ανήκουν. Μοιράζει τον χρόνο του ανάμεσα στο μαγαζί που κληρονόμησε από τον πατέρα του και τον κήπο στην ταράτσα του σπιτιού του -το μόνο πραγματικό πάθος του. Κάθε αλλαγή τον τρομάζει, πόσο μάλλον όταν αυτή η αλλαγή έχει να κάνει με την πώληση του αγαπημένου του μπαρ σε έναν Αιγύπτιο και τον ερχομό του Όμπα, ενός σενεγαλέζου πωλητή δρόμου, που -με περισσή αυτοπεποίθηση- στήνει την πραμάτεια του και του κλέβει την πολυπόθητη πελατεία. Πιστεύοντας ακράδαντα ότι πρέπει να βάλει τα πράγματα στη θέση τους, ο Μάριο σκέφτεται μια απλή, αν κι ελαφρώς τρελή, λύση: να απαγάγει τον Όμπα και να τον γυρίσει πίσω από εκεί που ήρθε, δηλαδή τη Σενεγάλη. Εξάλλου, όπως θεωρεί ο ίδιος, αν έκαναν όλοι το ίδιο, θα λύναμε το μεταναστευτικό…",0,0,0,1,0,0,0,0,0,0,0,0
'Justice League',"Οπλισμένος από την επανάκτηση της πίστης του για την ανθρωπότητα και εμπνευσμένος από την πράξη ανιδιοτέλειας του Σούπερμαν, ο Μπρους Γουέιν στρατολογεί μια νέα σύμμαχο, την Νταϊάν Πρινς, για να αντιμετωπίσουν τον μεγαλύτερο των εχθρών. Μαζί, πλέον, ο Μπάτμαν, ο Σούπερ και η Wonder Woman κινούνται γρήγορα και βρίσκουν σύμμαχους άλλους υπεράνθρωπους για να αντιμετωπίσουν τη νέα απειλή. Αλλά παρά την ιστορική, όσο κι απρόσμενη δημιουργία της λίγκας των υπερηρώων, μπορεί να είναι ήδη αργά για να σώσουν τον πλανήτη από μια καταστροφή κοσμογονικών διαστάσεων.",0,0,1,0,1,0,0,0,0,0,1,0
'Επικίνδυνη Αποστολή: Μυστικό Έθνος',"Ο Ίθαν Χαντ βρίσκεται σε μια νέα αποστολή, την πιο επικίνδυνη μέχρι σήμερα, που τον θέλει να προσπαθεί να διαλύσει το Συνδικάτο, μια σκιώδη αντί-IMF οργάνωση άριστα εκπαιδευμένων πρακτόρων, που αποκαλύπτεται ότι δρα ενάντια στα μυστικά σχέδια της αμερικανικής κυβέρνησης, ώστε να επικρατήσει μια νέα τάξη πραγμάτων. Στο πλευρό του Ίθαν Χαντ και της ομάδας του θα βρεθεί και μια αποκηρυγμένη βρετανίδα πράκτορας, ο ρόλος της οποίας συνιστά άλλο ένα μυστήριο. Στόχος του Ίθαν Χαντ, όπως πάντα, να προστατέψει τους φίλους του και να κάνει το αδύνατο δυνατό, όσο επικίνδυνο κι αν είναι.",0,0,1,0,1,0,0,1,0,0,0,0
'Το Άρωμα: Η Ιστορία ενός Δολοφόνου',"Η ιστορία του Ζαν Μπατίστ Γκρενούιγ, ενός μοναχικού νεαρού με αξιοθαύμαστη όσφρηση και έφεση στα αρώματα, που έζησε στη Γαλλία τον 18ο αιώνα. Μεγαλωμένος σε ορφανοτροφείο, ο Ζαν Μπατίστ γνωρίζει τον Μπαλντίνι, έναν αρωματοποιό που τον επιλέγει για βοηθό του. Η θητεία κοντά στον Μπαλντίνι αποφαίνεται σημαντική. Τώρα πια ο νεαρός είναι εξοπλισμένος με τις απαραίτητες γνώσεις για να φέρει σε πέρας τη μοναδική φιλοδοξία του: την παρασκευή του τελειότερου αρώματος στον κόσμο. Και ο Ζαν Μπατίστ είναι αποφασισμένος να κάνει τα πάντα γι’ αυτό. Ακόμη κι αν χρειαστεί να διαπράξει φόνο.",0,0,0,0,0,0,0,1,1,0,0,1
"'Crazy, Stupid, Love'","Ύστερα από 25 απρόσκοπτα χρόνια γάμου, ο Καλ Γουίβερ δεν ζητάει τίποτε περισσότερο. Ζει άλλωστε τον ορισμό του αμερικανικού ονείρου: έχει παντρευτεί τον σχολικό του έρωτα, την Έμιλι, είναι ένας καλός πατέρας για τα παιδιά του, έχει μια αξιοσέβαστη δουλειά και μένει σε ένα υπέροχο σπίτι. Όλα όμως θα καταρρεύσουν, όταν η καλή του θα του ξεφουρνίσει ότι τον απατά και θέλει διαζύγιο. Τον καταρρακωμένο Καλ αναλαμβάνει να περιμαζέψει ο κολλητός του, Τζέικομπ, ένας 30-κάτι εργένης εκ πεποιθήσεως που δεν αφήνει ούτε θηλυκό κουνούπι σε ησυχία. Ο Τζέικομπ θα ανοίξει τα μάτια στον φίλο του, μεταμορφώνοντάς τον από έναν πληγωμένο, γλυκανάλατο οικογενειάρχη σε έναν γοητευτικό μεσήλικα. Παρά όμως το αναπτερωμένο του ηθικό και την ανέλπιστη επιτυχία στο φλερτ, η καρδιά του Καλ δεν έχει ξεχάσει πού πραγματικά ανήκει.",0,1,0,0,0,1,0,0,0,0,0,0
'Επιστροφή στο Μέλλον',"Ο Μάρτι ΜακΦλάι είναι ένας φευγάτος νεαρός κι έχει φίλο τον επιστήμονα Έμετ Μπράουν. Χωρίς να το πολυκαταλάβει, μπαίνει στη χρονομηχανή που εφηύρε ο Έμετ και βρίσκεται στην ίδια πόλη 30 χρόνια πριν. Τώρα, πρέπει να βρει τρόπο να επιστρέψει χωρίς να χαλάσει και το χρονικό συνεχές.",0,0,1,1,0,0,0,0,0,0,1,1
'Η Τελευταία Ευκαιρία',"Ο Χάρβεϊ ζει στη Νέα Υόρκη και εργάζεται ως συνθέτης μουσικής για τηλεοπτικά σποτ. Απειλείται όμως με απόλυση από το αφεντικό του, ο οποίος του δίνει μια τελευταία ευκαιρία για να τα καταφέρει εντός ορισμένης προθεσμίας. Μετά από αυτό, ο Χάρβεϊ ταξιδεύει στο Λονδίνο το σαββατοκύριακο για να παραστεί στον γάμο της κόρης του, αλλά υπόσχεται να γυρίσει Δευτέρα πρωί για μια σημαντική συνάντηση. Φτάνοντας στο Λονδίνο, διαπιστώνει ότι η κόρη του επέλεξε τον πατριό της ως το άτομο που θα τη συνοδέψει στην εκκλησία. Προσπαθεί να κρύψει την απογοήτευσή του και φεύγει για το αεροδρόμιο πριν από τη δεξίωση του γάμου. Χάνει όμως την πτήση του και ταυτόχρονα τη δουλειά του. Απελπισμένος πλέον καταλήγει στο μπαρ του αεροδρομίου, όπου συναντά την Κέιτ, μια 40χρονη υπάλληλο της εθνικής στατιστικής υπηρεσίας, που δεν έχει ελεύθερο χρόνο παρά για τα ατελείωτα τηλεφωνήματα που δέχεται από την μητέρα της. Η αμοιβαία συμπάθεια που δημιουργείται θα καταλήξει σε μια ιδιαίτερη σχέση που θα μεταμορφώσει τη μονότονη ζωή και των δυο.",0,1,0,0,0,1,1,0,0,0,0,0
'Πατέρας Αφέντης',"Η ιστορία του Γκάβινο Λέντα, ενός χωριατόπαιδου και γιου βοσκού από τη Σαρδηνία, ο οποίος καταφέρνει ν’ αντιμετωπίσει, ν’ αντισταθεί και εντέλει να ξεπεράσει τη σκληρότητα, τη βαρβαρότητα, τη μιζέρια και την οπισθοδρομικότητα της κοινωνίας όπου μεγαλώνει, και να γίνει διακεκριμένος επιστήμονας.",0,0,0,0,0,0,1,0,0,0,0,0
'Ο Άλβιν και η Παρέα του: Σκίουροι στον Δρόμο',"Μετά από μια σειρά ανόητων παρεξηγήσεων, ο Άλβιν, ο Σάιμον και ο Τεοντόρ πιστεύουν ότι ο Ντέιβ είναι έτοιμος να κάνει πρόταση γάμου στην κοπέλα του στη Νέα Υόρκη… και να τους παρατήσει. Έχουν μπροστά τους μονάχα τρεις ημέρες για να σταματήσουν την πρόταση, αλλά για αυτό πρέπει να κάνουν ένα μακρινό οδικό ταξίδι.",1,0,1,1,0,0,0,0,0,1,0,0
'Εντμόντ: Ένας Απρόβλεπτος Συγγραφέας',"Δεκέμβριος 1897, Παρίσι. Ο Έντμοντ Ροστάν δεν έχει κλείσει ακόμα τα τριάντα, έχει όμως ήδη δύο παιδιά και πολλά άγχη. Δεν έχει γράψει τίποτα εδώ και δύο χρόνια. Καθώς βρίσκεται σε απελπισία, προσφέρει στον μεγάλο ηθοποιό του θεάτρου Κονστάντ Κοκλέν ένα νέο έργο και συγκεκριμένα μια ηρωική κωμωδία. Υπάρχει μόνο ένα πρόβλημα: το έργο αυτό δεν έχει γραφτεί ακόμα. Παραβλέποντας τις ιδιοτροπίες των ηθοποιών, τις απαιτήσεις των παραγωγών, τη ζήλια της συζύγου του, τις πικάντικες ιστορίες του καλύτερού του φίλου και την έλλειψη ενθουσιασμού όλων των γύρω του, ο Έντμοντ αρχίζει να γράφει το έργο που κανείς δεν πιστεύει. Προς το παρόν, έχει μόνο τον τίτλο: Σιρανό ντε Μπερζεράκ.",0,1,0,0,0,0,0,0,0,0,0,1
'Power Rangers',"Πέντε συνηθισμένοι μαθητές, ο Ζακ, η Κίμπερλι, ο Μπίλι, η Τρίνι κι ο ηγετικός Τζέισον, πρέπει να μεταλλαχθούν σε κάτι το μοναδικό, όταν μαθαίνουν ότι η μικρή τους πόλη του Έιντζελ Γκροβ, και μαζί ο κόσμος βρίσκονται υπό τη φοβερή απειλή εξωγήινων, υπό την ηγεσία της Ρίτα Ρεπούλζα. Επιλεγμένοι από το πεπρωμένο, οι πέντε ήρωες ανακαλύπτουν ότι είναι οι μόνοι με τη δύναμη να σώσουν τον πλανήτη. Αλλά μπορούν να ξεπεράσουν τα προσωπικά τους προβλήματα, να γίνουν μία γροθιά και να συνεχίσουν τη βαριά παράδοση των Power Rangers;",0,0,1,0,1,0,0,0,0,1,1,0
'Ο Λύκος της Wall Street',"1987. Ο Τζόρνταν Μπέλφορντ ήταν μια άρρωστη διάνοια, που με το παρατσούκλι «ο λύκος της Γουολ Στριτ» πετύχαινε σε κάθε απάτη που έβαζε μπρος. Ένας ενεχυροδανειστής που δεν μπορούσε να κρατήσει όρθια την οικογένεια του, αλλά αντιπροσώπευε το αμερικανικό όνειρο τη χρυσή εποχή του χρηματιστηρίου. Όταν, όμως, πήγαν να τον εμπλέξουν σε μια τεράστια απάτη με ασφάλειες, στην οποία εμπλέκονταν και η μαφία, η άρνηση του να συνεργαστεί με τις αρχές, τον οδήγησε σε είκοσι μήνες φυλάκισης.",0,1,0,0,0,0,0,0,0,0,0,1
'Οι Πειρατές της Καραϊβικής: Το Σεντούκι του Νεκρού',"Ο αρχιπειρατής Τζακ Σπάροου σαλπάρει ανυποψίαστα με τον Ιπτάμενο Ολλανδό, το στοιχειωμένο πλοίο με τις υπερφυσικές ικανότητες, όταν ανακαλύπτει ότι έχει να ξεπληρώσει ένα προσωπικό χρέος στο φάντασμα του πρώην καπετάνιου του πλοίου Ντέιβι Τζόουνς, που κυβερνά τα βάθη των Ωκεανών, αλλιώς, είναι καταδικασμένος να υπηρετεί αιωνίως τις ορέξεις του. Έτσι, χαλάνε και τα σχέδια του Γουιλ και της Ελίζαμπεθ, που αν και στα πρόθυρα… γάμου, πρέπει να σταθούν στο πλευρό του φίλου τους, Τζακ. Ακολουθούν περιπέτειες με θαλάσσια τέρατα, εχθρικούς ιθαγενείς, τη φανταχτερή μάντισσα Τία, τη μυστηριώδη εμφάνιση του χαμένου πατέρα του Γουιλ, αλλά και την αγωνιώδη προσπάθεια του “κυνηγού πειρατών” λόρδου Μπέκετ να αποκτήσει το ξακουστό Σεντούκι του Νεκρού. Σύμφωνα με τον θρύλο, ο κάτοχός του μπορεί να εξουσιάζει το φάντασμα του Τζόουνς και να το στρέψει εναντίον των εχθρών του: στην περίπτωση του λόρδου, εναντίον του Τζακ και όλων των πειρατών.",0,0,1,0,1,0,0,0,0,1,0,1
"'Αγάπη μου, Συρρίκνωσα τα Παιδιά'","Ο Γουέιν Ζαλίνσκι είναι ένας καλός οικογενειάρχης, αλλά παρά την ευφυΐα του, ένας μάλλον απρόσεκτος εφευρέτης. Το τελευταίο του μεγαλούργημα είναι μια ηλεκτρομαγνητική μηχανή που συρρικνώνει τα πάντα σε μέγεθος μυρμηγκιού. Κι επειδή η μηχανή αυτή είναι μέσα στο σπίτι, τι γίνεται όταν θύματα της πέφτουν τα ίδια του παιδιά, μαζί με αυτά του γείτονα; Κι ακόμα χειρότερα, τι γίνεται όταν αυτά πετιούνται στα σκουπίδια και βρίσκονται στην άλλη άκρη του κήπου με το ακούρευτο γκαζόν, που για αυτά είναι η αγριότερη ζούγκλα;",1,0,1,1,0,0,0,0,0,0,1,0
'Ξαναπαντρεύομαι τη Γυναίκα μου',"Ο Ουόλτερ Μπερνς, ο παθιασμένος εκδότης της εφημερίδας «Πρωινά Νέα», μαθαίνει ότι η πρώην σύζυγός του και μεγάλο αστέρι της δημοσιογραφίας, Χίλντι, ετοιμάζεται να ξαναπαντρευτεί. Ο Ουόλτερ αγαπά ακόμα τη Χίλντι, αλλά έβαζε πάντα πρώτα τη δουλειά, αφού δεν μπορούσε να αντισταθεί σε κανένα δημοσιογραφικό «λαβράκι» που προέκυπτε, με αποτέλεσμα να καταστρέψει ακόμα και τον μήνα τους μέλιτος. Η Χίλντι τώρα πρόκειται να παντρευτεί έναν άντρα τελείως διαφορετικό: τον σοβαρό και μετρημένο Μπρους, άνθρωπο για σπίτι και οικογένεια, και να ζήσει κι αυτή μια ήρεμη και προγραμματισμένη ζωή ως σύζυγος και μητέρα, μακριά από τους φρενήρεις ρυθμούς της δημοσιογραφίας και τον σκληρό κόσμο των εφημερίδων. Υπολόγισε όμως χωρίς τον ξενοδόχο! Μόλις ο Ουόλτερ μαθαίνει για τον επικείμενο γάμο της, σκαρφίζεται ό,τι πονηριά μπορεί να φανταστεί για να την αποτρέψει από το να παντρευτεί, την ίδια στιγμή που «τρέχει» και μια μεγάλη είδηση: η εκτέλεση ενός καταδικασμένου εγκληματία. Ο Ουόλτερ σαμποτάρει κάθε κίνηση της Χίλντι και του καημένου Μπρους, ο οποίος περνάει διάφορες δοκιμασίες από τις τρέλες του Ουόλτερ, και παρασέρνει τη Χίλντι να ασχοληθεί με αυτή την τελευταία μεγάλη είδηση, να κάνει το τελευταίο της ρεπορτάζ, με ελπίδα να την ξανακερδίσει.",0,0,0,1,0,0,0,0,0,0,0,0
'Ο Άλλος',"Η καθημερινότητα ενός φιλήσυχου οικογενειάρχη θα ανατραπεί όταν η γυναίκα του, Λίζα, με την οποία είναι παντρεμένος για περισσότερα από 20 χρόνια, εξαφανίζεται ξαφνικά από τη ζωή του. Προσπαθώντας να καταλάβει τι συνέβη, θα ανακαλύψει ένα σημείωμα με τον γραφικό της χαρακτήρα της, και μαζί την πόρτα για μια δεύτερη ζωή, καλά κρυμμένη από τον ίδιο και την κόρη του. Κυριευμένος από θυμό, δεν θα αργήσει να ανακαλύψει τη διεύθυνση του φίλου της γυναίκας του και θα τον προσεγγίσει, προκειμένου να ανασκευάσει όλα τα χρόνια που η Λίζα ζούσε έναν δεύτερο, κρυφό δεσμό.",0,0,0,0,0,0,0,0,1,0,0,0
'Spy',"Η Σούζαν Κούπερ είναι μια σεμνή αναλύτρια της ΣΙΑ και ο εγκέφαλος πίσω από τις πλέον επικίνδυνες αποστολές της υπηρεσίας. Δεν μπαίνει ποτέ μέσα στη φωτιά και αναλόγως δεν είναι αυτή που παίρνει τα παράσημα. Όταν, όμως, ο συνεργάτης της και ένας από τους κορυφαίους πράκτορες βρίσκονται σε κίνδυνο, παίρνει την ευθύνη να γίνει μυστική πράκτορας και να διεισδύσει στον κόσμο ενός φονικού εμπόρου όπλων, γλυτώνοντας τον πλανήτη από όλεθρο.",0,0,1,1,1,0,0,0,0,0,0,0
'Toy Story 3',"Καθώς ο Άντι ετοιμάζεται να πάει στο κολέγιο, ο Μπαζ, ο Γούντι και τα υπόλοιπα πιστά του παιχνίδια προβληματίζονται για το αβέβαιο μέλλον τους. Τα παιχνίδια θα βρεθούν σε ένα δωμάτιο γεμάτο ασυγκράτητα νήπια που ανυπομονούν να βάλουν το μικρά, βρώμικα χεράκια τους στα καινούργια τους παιχνίδια. Επικρατεί πανδαιμόνιο καθώς τα παιχνίδια προσπαθούν να μείνουν ενωμένα και «κανένα παιχνίδι να μη μείνει πίσω».Την ίδια στιγμή, η Μπάρμπι έρχεται πρόσωπο με πλαστικό πρόσωπο με τον Κεν!",1,0,1,1,0,0,0,0,0,0,0,0
'Μανταλένα',"Η έχθρα ανάμεσα στις δύο οικογένειες ενός μικρού νησιού του Αιγαίου κορυφώνεται στα πρόσωπα της Μανταλένας, της κόρης ενός φτωχού βαρκάρη που προσπαθεί μετά τον θάνατό του να θρέψει τα έξι αδελφάκια της με τη βάρκα της, και στον καπετάν-Γιωργάρα και στο γιο του, τον Λάμπη, που κερδίζουν όλους τους νησιώτες, οι οποίοι δεν μπαίνουν σε βάρκα που αφεντεύει γυναίκα.",0,1,0,0,0,1,0,0,0,0,0,0
'Η Ταινία Lego Batman',"Στο Γκόθαμ ζυμώνονται μεγάλες αλλαγές κι αν ο Μπάτμαν θέλει να σώσει την πόλη από την εχθρική κατάληψη του Τζόκερ, ίσως πρέπει να αφήσει πίσω το μοτίβο του μοναχικού εκδικητή, να μάθει να συνεργάζεται με άλλους, και ίσως… ίσως έτσι… να καταφέρει να χαλαρώσει.",1,0,1,1,1,0,0,0,0,0,0,0
'Αιγαίο SOS',"Καλοκαίρι 2018. Ελληνοτουρκικές φρεγάτες οργώνουν τη θάλασσα. Ένας μεγάλος σεισμός στο Αιγαίο φέρνει στην επιφάνεια μια βραχονησίδα σε αμφισβητούμενα χωρικά ύδατα. Έλληνες και Τούρκοι στέλνουν άμεσα στρατεύματα για να καταλάβουν το νησί. H κάθε διμοιρία καταλαμβάνει περίπου… από μισό. Τα αστεία αλλά και σοβαρά περιστατικά μεταξύ Ελλήνων και Τούρκων δεν αργούν να πάρουν διαστάσεις τσουνάμι. Πείνα, τρέλα, έρωτες και στρατιώτες διατεθειμένοι να αλληλοσκοτωθούν για χάρη μιας γυναίκας.",0,0,0,1,1,0,0,0,0,0,0,0
'Straight Outta Compton',"Μέσα δεκαετίας του 1980. Οι δρόμοι του Κόμπτον της Καλιφόρνιας είναι από τους πλέον επικίνδυνους της χώρας. Πέντε άνθρωποι μεταφράζουν τη ζωή τους εκεί σε βίαιη μουσική που τα βάζει με την εξουσία και δίνουν φωνή σε μια σιωπηλή γενιά. Αυτή είναι η ιστορία του χιπ-χοπ συγκροτήματος των N.W.A,, ενός γκρουπ που είπε την αλήθεια για τη ζωή σε τέτοιες γειτονιές και έγινε έναυσμα για πολιτισμικό πόλεμο.",0,0,0,0,0,0,1,0,0,0,0,1
'Scream 3',"Κατά τη διάρκεια γυρισμάτων της ταινία «Stab 3», βασισμένη στα αληθινά γεγονότα του Γούντοσμπορο, ξεκινάει μια σειρά φόνων του προσωπικού της ταινίας που φαίνεται ότι έχει απώτερο στόχο τα αρχικά μέλη της υπόθεσης. Οι φόνοι αυτοί κάνουν τη Σίντνεϊ να επιστρέψει στη δράση, η οποία είχε αποσυρθεί σε μια απομονωμένη και φρουρούμενη έπαυλη.",0,0,0,0,0,0,0,1,0,0,0,0
'Ο Καθηγητής και ο Τρελός',"Λονδίνο, 1872. Ο καθηγητής Τζέιμς Μάρεϊ αρχίζει να συγκεντρώνει ορισμούς με αφορμή την πρώτη έκδοση του Λεξικού της Οξφόρδης για την αγγλική γλώσσα. Τότε, λαμβάνει πάνω από 10.000 λήμματα από έναν δόκτορα Γουίλιαμ Μάινορ, ο οποίος είναι τρόφιμος σε άσυλο φρενοβλαβών εγκληματιών.",0,0,0,0,0,0,1,0,0,0,0,1
'Κωδικό Όνομα U.N.C.L.E.',"Στις αρχές του 1960, στο αποκορύφωμα του Ψυχρού Πολέμου, ο πράκτορας της ΣΙΑ, Σόλο, και ο πράκτορας της KGB, Κουριάκιν, αναγκάζονται να βάλουν στην άκρη την μακροχρόνια κόντρα τους και αναλαμβάνουν από κοινού μια αποστολή: να σταματήσουν τη διεθνή εγκληματική οργάνωση που έχει ως στόχο την αποσταθεροποίηση της εύθραυστης παγκόσμιας ισορροπίας, με τη χρήση πυρηνικών όπλων και πρωτοποριακής τεχνολογίας. Ο μόνος που μπορεί να αποτρέψει την επικείμενη παγκόσμια καταστροφή είναι ένας γερμανός επιστήμονας, του οποίου τα ίχνη αγνοούνται. Προκειμένου να τον βρουν και να αποτρέψουν τον πυρηνικό όλεθρο, οι δύο πράκτορες, με μοναδικό σύμμαχο την κόρη του, ξεκινούν έναν αγώνα ενάντια στον χρόνο.",0,0,1,1,1,0,0,0,0,0,0,1
'Πρόσκληση για Φόνο',"Όταν ο νεοϋορκέζος αστυνομικός Νικ Σπλιτζ αποφασίζει επιτέλους να πάει τη σύζυγό του, Όντρεϊ, το πολυπόθητο ταξίδι για τον μήνα του μέλιτος που της είχε υποσχεθεί, μια τυχαία συνάντηση στην πτήση θα τους οδηγήσει σε μια οικογενειακή συγκέντρωση στο πολυτελές γιοτ του ηλικιωμένου δισεκατομμυριούχου Μάλκομ Κουινς. Μόνο που ο Κουινς θα βρεθεί δολοφονημένος, και το ζευγάρι θα είναι οι βασικοί ύποπτοι του μυστήριου φόνου.",0,0,0,1,0,0,0,0,0,0,0,0
'Η Πηγή της Ζωής',"16ος αιώνας: ο ισπανός κονκισταδόρ Τόμας Κρέο ταξιδεύει στην αφιλόξενη ζούγκλα της Λατινικής Αμερικής, αναζητώντας το βότανο της αιώνιας ζωής για να το προσφέρει στην αγαπημένη του βασίλισσα Ιζαμπέλα. 21ος αιώνας: ο αναγνωρισμένος γιατρός Τόμι Κρέο πασχίζει μέσω των επιστημονικών μελετών να εντοπίσει το γιατρικό του καρκίνου, παρακινούμενος από το προσωπικό του δράμα, αφού η λατρεμένη γυναίκα του, Ίζι, χτυπημένη από τη νόσο, ζει τις τελευταίες της ημέρες. 26ος αιώνας: ο Τομ, ένας μοναχικός αστροναύτης, ταξιδεύει στα βάθη του διαστήματος, ψάχνοντας εκείνο το συστατικό που διατηρεί την έννοια της ζωής αναλλοίωτη στον χρόνο.",0,0,0,0,0,1,1,0,0,0,1,0
'Γαμο-Μπελάδες',"Δύο κολλητοί φίλοι και ορκισμένοι εργένηδες, ο Τζον και ο Τζέρεμι, έχουν λύσει το πρόβλημα της ανεύρεσης περιστασιακού ερωτικού συντρόφου, πηγαίνοντας απροσκάλεστοι σε γαμήλιες δεξιώσεις. Το σχέδιό τους λειτουργεί ρολόι μέχρι τη στιγμή που εμφανίζονται στο γάμο των Κλίρι και γνωρίζουν τον πραγματικό έρωτα στα πρόσωπα των δύο μικρότερων αδερφών της νύφης, της Κλερ και της Γκλόρια. Πλέον, οι δύο φίλοι ούτε θέλουν, αλλά ούτε και μπορούν να ξεφύγουν από την τρελή οικογένεια Κλίρι, η οποία σύσσωμη τους “πολιορκεί” στενά, οδηγώντας τους με το ζόρι εκεί που δεν φαντάζονταν ποτέ: στα σκαλιά της εκκλησίας.",0,0,0,1,0,1,0,0,0,0,0,0
'Τίποτα Δεν Τελειώνει Κύριε Κόλινς',"Ο Ντάνι Κόλινς, βετεράνος αστέρας της ροκ, παρά το γεγονός ότι βρίσκεται στην παρακμή της καριέρας του και σε προχωρημένη ηλικία, συνεχίζει να δίνει συναυλίες και να γεμίζει τα στάδια έχοντας στο πλάι του μια πανέμορφη γυναίκα και την αυτοπεποίθησή του στα ύψη. Στα 64α γενέθλιά του ανακαλύπτει ένα γράμμα από το είδωλό του, τον θρυλικό Τζον Λένον, προς τον ίδιο όταν ήταν σε νεαρή ηλικία, το οποίο δεν έλαβε ποτέ. Ένα γράμμα που θα του αλλάξει ολόκληρη την κοσμοθεωρία του και θα τον κάνει να δει τη ζωή με άλλο μάτι. Ο Ντάνι αποφασίζει να ξαναθυμηθεί τη μουσική που τον ενέπνεε όταν ήταν νεαρός και δεν ήταν διάσημος. Παράλληλα, προσπαθεί να φτιάξει τη σχέση του με τον γιο του, τον οποίο δεν γνώρισε ποτέ. Το μόνο που του μένει πλέον είναι να επιβεβαιώσει το μήνυμα του Λένον, ότι το μοναδικό πράγμα που έχει σημασία στη ζωή είναι η αγάπη.",0,1,0,0,0,0,0,0,0,0,0,0
'Κάτω από το Δέντρο',"Ο Άτλι, πατέρας μιας τετράχρονης, χωρίζει με τη σύντροφό του κι αναγκάζεται να επιστρέψει στο πατρικό του στα προάστια του Ρέικιαβικ, όπου βυθίζεται στη διαμάχη που έχουν οι γονείς του με τους γείτονές τους για τη σκιά ενός μεγάλου, όμορφου δέντρου που έχουν στην αυλή τους. Καθώς η ένταση κλιμακώνεται, καταστρέφονται περιουσίες, κατοικίδια εξαφανίζονται και κυκλοφορεί η φήμη πως ο γείτονας εθεάθη με αλυσοπρίονο.",0,1,0,0,0,0,0,0,0,0,0,0
'Ζωντανή Μετάδοση',"Ο Τρούμαν είναι ένας καθημερινός άνθρωπος, που απολαμβάνει μια γαλήνια ζωή σε μια ήρεμη επαρχιακή πόλη. Εργάζεται σε ασφαλιστική εταιρία, επιστρέφει σπίτι στην καλοσυνάτη σύζυγό του και οι σχέσεις του με τους γείτονές του είναι άψογες. Όμως, τώρα τελευταία, ο Τρούμαν δεν φαίνεται και τόσο ευτυχισμένος από τη ζωή του. Η επιθυμία του είναι να γνωρίσει τον κόσμο, δηλαδή να εγκαταλείψει τη φιλήσυχη «στέγη» του. Όταν ξαφνικά βάζει μπρος να το επιχειρήσει, τα πάντα θα ανατραπούν, καθώς ο Τρούμαν θα συνειδητοποιήσει πως η ζωή του δεν είναι και τόσο… «αληθινή» όσο νόμιζε μέχρι τώρα…",0,1,0,0,0,0,0,0,0,0,1,0
